state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Arunachal Pradesh,Green Gram,Zaid,21,40,17,6.6,301,Alluvial,21-38,Sprinkler,31562.16,4.9801
Arunachal Pradesh,Green Gram,Zaid,23,41,20,7.4,310,Alluvial,23-35,Sprinkler,31189.22,4.9365
Arunachal Pradesh,Green Gram,Zaid,19,36,19,6.7,310,Red,24-33,Sprinkler,30897.4,3.8004
Arunachal Pradesh,Green Gram,Zaid,19,41,17,6.8,287,Red,25-31,Sprinkler,30756.85,3.8557
Arunachal Pradesh,Green Gram,Zaid,16,35,22,6.4,293,Red,25-34,Sprinkler,30739.57,3.9318
Arunachal Pradesh,Green Gram,Zaid,19,37,21,6.6,297,Black,26-33,Sprinkler,31387.81,3.7035
Arunachal Pradesh,Green Gram,Zaid,19,34,18,6.3,286,Black,28-34,Sprinkler,30633.8,3.5013
Arunachal Pradesh,Green Gram,Zaid,20,35,19,6.8,292,Black,24-33,Sprinkler,31431.66,3.9789
Arunachal Pradesh,Jowar,Kharif,76,38,36,7.0,492,Black,19-33,Rainified,25121.44,9.1885
Arunachal Pradesh,Jowar,Kharif,81,35,36,6.7,448,Black,21-34,Rainified,24834.95,9.655
Arunachal Pradesh,Jowar,Kharif,66,40,31,7.2,517,Black,20-32,Rainified,25329.05,9.8941
Arunachal Pradesh,Jowar,Kharif,78,43,43,7.1,417,Red,18-30,Rainified,25755.38,6.9009
Arunachal Pradesh,Jowar,Kharif,85,37,44,7.4,446,Red,16-30,Rainified,25581.38,6.9783
Arunachal Pradesh,Jowar,Kharif,89,41,42,6.8,436,Red,17-32,Rainified,25967.75,7.2433
Arunachal Pradesh,Jowar,Kharif,77,43,40,7.3,433,Alluvial,22-32,Rainified,25808.12,7.492999999999999
Arunachal Pradesh,Jowar,Kharif,66,46,44,7.6,422,Alluvial,20-33,Rainified,25873.99,8.0112
Arunachal Pradesh,Jowar,Kharif,84,43,35,7.6,396,Alluvial,20-30,Rainified,25323.05,7.2941
Arunachal Pradesh,Large Cardamom,Whole Year,28,57,110,5.3,1818,Laterite,10-27,Sprinkler,111043.92,1.5686000000000002
Arunachal Pradesh,Large Cardamom,Whole Year,29,64,102,5.7,1675,Laterite,12-29,Sprinkler,111638.27,1.5376
Arunachal Pradesh,Large Cardamom,Whole Year,25,65,126,4.9,1641,Laterite,10-26,Sprinkler,109752.75,1.4624
Arunachal Pradesh,Large Cardamom,Whole Year,31,66,104,5.3,2179,Red,10-27,Sprinkler,108691.21,1.5456
Arunachal Pradesh,Large Cardamom,Whole Year,32,62,103,5.1,2208,Red,12-29,Sprinkler,108366.49,1.4551
Arunachal Pradesh,Large Cardamom,Whole Year,28,67,93,5.0,2272,Red,8-29,Sprinkler,108739.66,1.44
Arunachal Pradesh,Maize,Kharif,132,64,42,6.5,595,Alluvial,16-26,Rainified,35948.04,28.1495
Arunachal Pradesh,Maize,Kharif,137,67,46,6.6,601,Alluvial,15-28,Rainified,36207.93,25.8398
Arunachal Pradesh,Maize,Kharif,148,70,44,6.8,574,Alluvial,16-27,Rainified,35882.22,26.4485
Arunachal Pradesh,Maize,Kharif,111,64,39,6.4,626,Red,18-25,Rainified,35300.79,21.1598
Arunachal Pradesh,Maize,Kharif,106,56,38,6.5,635,Red,19-26,Rainified,35749.88,23.1706
Arunachal Pradesh,Maize,Kharif,119,66,44,6.2,653,Red,20-27,Rainified,35522.57,22.5787
Arunachal Pradesh,Maize,Rabi,125,63,37,6.7,583,Alluvial,17-27,Furrow,40888.2,28.1495
Arunachal Pradesh,Maize,Rabi,125,60,37,6.4,597,Alluvial,16-26,Furrow,41627.98,30.5585
Arunachal Pradesh,Maize,Rabi,108,67,40,6.9,571,Alluvial,19-25,Furrow,42196.67,25.9173
Arunachal Pradesh,Maize,Rabi,115,64,43,6.3,544,Red,17-27,Furrow,42004.14,21.1598
Arunachal Pradesh,Maize,Rabi,108,62,38,6.5,579,Red,18-25,Furrow,41556.91,21.3205
Arunachal Pradesh,Maize,Rabi,123,69,47,6.7,561,Red,16-27,Furrow,41303.35,22.9448
Arunachal Pradesh,Mustard,Rabi,80,37,41,7.1,374,Alluvial,12-25,Sprinkler,37881.31,10.8589
Arunachal Pradesh,Mustard,Rabi,81,42,41,6.9,393,Alluvial,12-23,Sprinkler,38356.09,9.7764
Arunachal Pradesh,Mustard,Rabi,73,38,40,6.7,404,Alluvial,10-24,Sprinkler,38258.92,10.0891
Arunachal Pradesh,Mustard,Rabi,81,44,39,6.6,350,Red,12-27,Sprinkler,38535.03,7.964099999999999
Arunachal Pradesh,Mustard,Rabi,93,38,38,6.4,384,Red,11-26,Sprinkler,38854.53,8.3673
Arunachal Pradesh,Mustard,Rabi,90,41,42,6.8,352,Red,12-25,Sprinkler,38653.87,7.364
Arunachal Pradesh,Orange,Kharif,105,54,50,6.6,1091,Alluvial,15-38,Rainified,63352.97,99.1851
Arunachal Pradesh,Orange,Kharif,103,59,55,6.7,1068,Alluvial,13-40,Rainified,63656.88,102.8332
Arunachal Pradesh,Orange,Kharif,97,62,46,6.7,983,Alluvial,16-40,Rainified,63716.77,99.0407
Arunachal Pradesh,Orange,Kharif,94,54,46,6.5,994,Red,12-36,Rainified,61278.05,75.5399
Arunachal Pradesh,Orange,Kharif,95,51,44,6.4,1004,Red,13-35,Rainified,61094.95,71.2508
Arunachal Pradesh,Orange,Kharif,93,46,52,6.8,1043,Red,13-37,Rainified,62223.91,82.8192
Arunachal Pradesh,Orange,Rabi,99,51,46,6.4,1051,Alluvial,13-38,Drip,86132.7,99.1851
Arunachal Pradesh,Orange,Rabi,92,53,44,6.1,1125,Alluvial,15-38,Drip,86318.74,108.4614
Arunachal Pradesh,Orange,Rabi,91,51,41,6.4,1085,Alluvial,12-37,Drip,84669.19,98.8758
Arunachal Pradesh,Orange,Rabi,99,45,49,6.5,1023,Red,13-37,Drip,84648.92,75.5399
Arunachal Pradesh,Orange,Rabi,93,40,52,6.4,1043,Red,14-37,Drip,87840.11,73.0619
Arunachal Pradesh,Orange,Rabi,87,49,43,6.1,1122,Red,15-36,Drip,86086.99,69.7334
Arunachal Pradesh,Pineapple,Whole Year,108,52,105,4.7,1078,Red,21-32,Drip,93506.05,97.9373
Arunachal Pradesh,Pineapple,Whole Year,120,57,97,4.4,1143,Red,19-32,Drip,96268.96,99.569
Arunachal Pradesh,Pineapple,Whole Year,114,57,117,4.8,1011,Red,19-33,Drip,97557.12,88.7031
Arunachal Pradesh,Pineapple,Whole Year,101,51,98,4.8,1046,Laterite,24-34,Drip,94797.74,98.9789
Arunachal Pradesh,Pineapple,Whole Year,110,48,98,5.1,983,Laterite,22-34,Drip,95656.95,91.7969
Arunachal Pradesh,Pineapple,Whole Year,112,55,109,4.7,1052,Laterite,24-36,Drip,96948.93,97.4834
Arunachal Pradesh,Potato,Rabi,165,102,143,5.2,589,Alluvial,14-20,Drip,107136.92,172.715
Arunachal Pradesh,Potato,Rabi,188,101,133,5.0,549,Alluvial,12-18,Drip,106156.15,180.5605
Arunachal Pradesh,Potato,Rabi,143,97,156,4.8,627,Alluvial,16-18,Drip,106159.61,169.2574
Arunachal Pradesh,Potato,Rabi,143,110,165,5.4,625,Red,15-19,Drip,108787.21,133.6536
Arunachal Pradesh,Potato,Rabi,148,99,165,5.1,588,Red,16-21,Drip,105618.78,120.6655
Arunachal Pradesh,Potato,Rabi,126,103,164,5.4,626,Red,17-21,Drip,106846.8,135.112
Arunachal Pradesh,Rice,Kharif,127,56,44,5.7,1305,Alluvial,20-37,Rainified,43653.46,22.940700000000003
Arunachal Pradesh,Rice,Kharif,116,62,47,5.8,1286,Alluvial,22-38,Rainified,44368.63,24.6784
Arunachal Pradesh,Rice,Kharif,124,54,44,6.1,1380,Alluvial,21-36,Rainified,45227.59,22.5681
Arunachal Pradesh,Rice,Kharif,123,61,39,5.9,1346,Red,22-35,Rainified,44542.34,18.4173
Arunachal Pradesh,Rice,Kharif,137,52,37,6.2,1463,Red,21-33,Rainified,43908.4,18.8971
Arunachal Pradesh,Rice,Kharif,110,66,38,5.9,1265,Red,24-35,Rainified,45080.94,18.7242
Arunachal Pradesh,Rice,Kharif,116,64,40,5.8,1388,Laterite,21-39,Rainified,44467.32,16.9073
Arunachal Pradesh,Rice,Kharif,120,65,40,5.8,1387,Laterite,22-41,Rainified,45483.8,17.7344
Arunachal Pradesh,Rice,Kharif,102,60,34,6.0,1329,Laterite,21-41,Rainified,43950.75,18.4437
Arunachal Pradesh,Rubber,Whole Year,53,54,45,4.9,2591,Laterite,20-36,Drip,91228.1,12.403
Arunachal Pradesh,Rubber,Whole Year,46,59,39,5.0,2785,Laterite,18-36,Drip,92913.24,12.142
Arunachal Pradesh,Rubber,Whole Year,55,46,49,5.1,2350,Laterite,21-37,Drip,91557.34,12.2609
Arunachal Pradesh,Rubber,Whole Year,49,52,49,5.0,2720,Red,18-35,Drip,90487.91,9.3153
Arunachal Pradesh,Rubber,Whole Year,52,44,43,4.9,2978,Red,16-37,Drip,92196.12,9.0783
Arunachal Pradesh,Rubber,Whole Year,48,53,53,5.4,2509,Red,16-34,Drip,93019.52,8.9085
Arunachal Pradesh,Soybean,Kharif,19,56,36,7.0,553,Black,20-31,Rainified,33801.77,8.4277
Arunachal Pradesh,Soybean,Kharif,21,59,33,6.7,585,Black,21-30,Rainified,34416.43,8.0268
Arunachal Pradesh,Soybean,Kharif,19,64,37,7.0,509,Black,20-29,Rainified,34960.41,8.963
Arunachal Pradesh,Soybean,Kharif,20,61,39,6.9,599,Alluvial,22-30,Rainified,34886.3,7.416399999999999
Arunachal Pradesh,Soybean,Kharif,18,57,38,7.2,602,Alluvial,20-29,Rainified,34986.43,6.8567
Arunachal Pradesh,Soybean,Kharif,17,55,43,6.5,609,Alluvial,21-28,Rainified,35133.39,7.5878
Arunachal Pradesh,Sugarcane,Whole Year,263,105,101,6.8,1924,Alluvial,22-30,Flood,121268.06,608.9818
Arunachal Pradesh,Sugarcane,Whole Year,300,110,100,7.0,1912,Alluvial,23-32,Flood,120709.75,662.5795
Arunachal Pradesh,Sugarcane,Whole Year,226,94,89,6.8,2091,Alluvial,23-28,Flood,119281.46,649.8413
Arunachal Pradesh,Sugarcane,Whole Year,237,103,108,7.0,2174,Black,18-34,Flood,120718.56,477.11550000000005
Arunachal Pradesh,Sugarcane,Whole Year,250,113,102,7.4,1986,Black,20-32,Flood,117265.58,442.9354
Arunachal Pradesh,Sugarcane,Whole Year,242,115,118,6.9,2282,Black,18-36,Flood,120235.53,499.245
Arunachal Pradesh,Sugarcane,Whole Year,256,103,106,6.8,2034,Red,18-33,Flood,117593.79,450.9929
Arunachal Pradesh,Sugarcane,Whole Year,243,101,102,6.9,1894,Red,18-35,Flood,120048.17,422.7024
Arunachal Pradesh,Sugarcane,Whole Year,261,88,97,6.6,2224,Red,18-34,Flood,120613.03,413.7702
Arunachal Pradesh,Tea,Whole Year,164,52,96,5.0,1944,Laterite,11-30,Drip,127528.34,16.7733
Arunachal Pradesh,Tea,Whole Year,187,49,95,4.7,1847,Laterite,11-29,Drip,128521.33,17.5745
Arunachal Pradesh,Tea,Whole Year,168,59,89,5.3,1874,Laterite,11-30,Drip,128296.2,15.3065
Arunachal Pradesh,Tea,Whole Year,153,54,103,4.9,1828,Red,12-32,Drip,125108.86,12.5931
Arunachal Pradesh,Tea,Whole Year,146,49,94,5.1,1703,Red,14-32,Drip,125884.9,12.1783
Arunachal Pradesh,Tea,Whole Year,162,47,98,5.3,1744,Red,11-32,Drip,126798.7,13.5876
Arunachal Pradesh,Walnut,Rabi,109,51,49,6.8,985,Alluvial,10-23,Drip,110202.09,15.8483
Arunachal Pradesh,Walnut,Rabi,106,44,42,6.7,950,Alluvial,9-21,Drip,112558.38,17.3097
Arunachal Pradesh,Walnut,Rabi,93,54,54,6.7,993,Alluvial,10-25,Drip,113197.56,17.2565
Arunachal Pradesh,Walnut,Rabi,97,54,53,6.5,823,Red,10-27,Drip,112533.5,12.8893
Arunachal Pradesh,Walnut,Rabi,108,55,49,6.3,828,Red,8-26,Drip,113419.23,12.379
Arunachal Pradesh,Walnut,Rabi,87,49,51,6.8,836,Red,8-25,Drip,112535.9,12.315
Arunachal Pradesh,Wheat,Rabi,128,64,41,6.7,519,Alluvial,10-24,Furrow,48406.44,27.4258
Arunachal Pradesh,Wheat,Rabi,117,59,37,6.6,493,Alluvial,9-25,Furrow,49207.3,26.3101
Arunachal Pradesh,Wheat,Rabi,121,72,39,6.9,555,Alluvial,8-22,Furrow,49674.52,29.5843
Arunachal Pradesh,Wheat,Rabi,125,65,42,6.8,523,Black,10-25,Furrow,49365.44,20.4523
Arunachal Pradesh,Wheat,Rabi,127,61,44,7.2,551,Black,11-27,Furrow,48801.32,20.4968
Arunachal Pradesh,Wheat,Rabi,141,62,36,6.7,486,Black,9-25,Furrow,48837.23,18.5263
Assam,Apple,Rabi,102,48,103,6.2,944,Alluvial,6-23,Drip,125669.59,95.8684
Assam,Apple,Rabi,115,51,105,5.9,979,Alluvial,5-22,Drip,126419.08,98.9664
Assam,Apple,Rabi,104,43,95,6.1,886,Alluvial,8-25,Drip,123598.43,93.0897
Assam,Apple,Rabi,96,49,90,6.3,1067,Red,4-19,Drip,125351.14,79.7782
Assam,Apple,Rabi,109,55,83,6.6,1047,Red,2-19,Drip,123991.73,77.8315
Assam,Apple,Rabi,98,46,84,6.2,1096,Red,4-19,Drip,127767.19,78.3736
Assam,Arecanut,Whole Year,106,39,154,6.5,1649,Alluvial,16-36,Flood,98170.12,18.1515
Assam,Arecanut,Whole Year,97,40,164,6.3,1691,Alluvial,18-37,Flood,97889.41,19.1445
Assam,Arecanut,Whole Year,104,34,144,6.2,1717,Alluvial,15-35,Flood,95464.65,17.4079
Assam,Arecanut,Whole Year,94,43,142,6.4,1592,Red,12-35,Flood,98230.18,13.2099
Assam,Arecanut,Whole Year,108,47,136,6.3,1453,Red,12-34,Flood,96605.47,12.3958
Assam,Arecanut,Whole Year,83,41,122,6.3,1552,Red,10-37,Flood,97896.33,14.3523
Assam,Banana,Whole Year,201,47,275,7.2,1524,Alluvial,18-29,Flood,73494.48,358.4295
Assam,Banana,Whole Year,219,42,245,7.3,1674,Alluvial,20-30,Flood,71067.75,351.065
Assam,Banana,Whole Year,197,43,308,7.3,1377,Alluvial,18-29,Flood,73320.04,392.2489
Assam,Banana,Whole Year,217,46,276,7.0,1604,Red,22-31,Flood,72009.68,286.6163
Assam,Banana,Whole Year,200,51,303,6.6,1639,Red,22-33,Flood,73708.77,275.0693
Assam,Banana,Whole Year,191,45,261,7.3,1660,Red,24-31,Flood,71120.11,299.5818
Assam,Chickpea,Rabi,21,38,18,7.7,298,Alluvial,17-23,Sprinkler,36132.04,10.6839
Assam,Chickpea,Rabi,23,37,15,7.3,317,Alluvial,19-22,Sprinkler,37086.31,11.2195
Assam,Chickpea,Rabi,24,42,20,7.9,289,Alluvial,17-22,Sprinkler,37654.87,11.1805
Assam,Chickpea,Rabi,20,38,21,7.7,300,Black,17-27,Sprinkler,37522.83,8.5276
Assam,Chickpea,Rabi,19,43,20,7.6,298,Black,16-26,Sprinkler,36745.12,8.8401
Assam,Chickpea,Rabi,21,35,23,7.9,309,Black,15-26,Sprinkler,37003.56,7.7054
Assam,Chickpea,Rabi,21,38,21,7.7,303,Red,17-25,Sprinkler,37365.8,8.2531
Assam,Chickpea,Rabi,24,33,22,7.6,331,Red,17-25,Sprinkler,36747.22,8.3159
Assam,Chickpea,Rabi,22,39,19,7.6,306,Red,18-23,Sprinkler,37169.78,8.4164
Assam,Coconut,Whole Year,100,57,240,6.3,1456,Alluvial,22-30,Flood,85857.38,112.4991
Assam,Coconut,Whole Year,106,55,232,6.0,1332,Alluvial,24-32,Flood,84624.19,117.2954
Assam,Coconut,Whole Year,100,58,229,6.6,1405,Alluvial,21-30,Flood,87410.65,117.8906
Assam,Coconut,Whole Year,109,62,262,6.5,1647,Red,20-29,Flood,87656.36,93.5624
Assam,Coconut,Whole Year,124,66,294,6.9,1584,Red,21-29,Flood,89037.07,93.1335
Assam,Coconut,Whole Year,98,66,283,6.9,1569,Red,20-29,Flood,86512.91,98.8918
Assam,Green Gram,Kharif,20,38,18,6.8,328,Alluvial,23-37,Rainified,24653.24,5.6973
Assam,Green Gram,Kharif,17,41,17,6.9,358,Alluvial,23-39,Rainified,24112.52,5.6796
Assam,Green Gram,Kharif,23,33,19,6.9,358,Alluvial,24-35,Rainified,24171.15,6.0329
Assam,Green Gram,Kharif,21,43,22,7.1,321,Red,23-36,Rainified,24760.24,4.6624
Assam,Green Gram,Kharif,23,38,24,7.3,339,Red,25-36,Rainified,24025.29,5.0892
Assam,Green Gram,Kharif,23,47,23,6.9,352,Red,24-37,Rainified,24275.92,5.0394
Assam,Green Gram,Kharif,22,42,22,6.6,317,Black,27-37,Rainified,24513.53,4.8164
Assam,Green Gram,Kharif,22,44,20,6.2,291,Black,28-37,Rainified,24039.52,4.4829
Assam,Green Gram,Kharif,24,36,21,6.5,291,Black,25-35,Rainified,24439.47,4.9035
Assam,Green Gram,Rabi,18,41,20,7.0,324,Alluvial,23-37,Sprinkler,31093.35,5.6973
Assam,Green Gram,Rabi,20,42,18,6.9,323,Alluvial,25-36,Sprinkler,31344.58,5.5748
Assam,Green Gram,Rabi,16,38,18,6.7,294,Alluvial,25-35,Sprinkler,31426.25,6.2066
Assam,Green Gram,Rabi,19,43,21,6.5,281,Red,24-34,Sprinkler,30993.72,4.6624
Assam,Green Gram,Rabi,21,38,24,6.2,271,Red,26-36,Sprinkler,31099.51,5.1179
Assam,Green Gram,Rabi,18,48,19,6.6,271,Red,25-32,Sprinkler,30885.76,4.8714
Assam,Green Gram,Rabi,21,37,22,6.9,278,Black,23-34,Sprinkler,31001.91,4.8164
Assam,Green Gram,Rabi,19,40,23,7.2,254,Black,21-32,Sprinkler,31100.69,4.8379
Assam,Green Gram,Rabi,23,39,23,7.2,271,Black,23-33,Sprinkler,30787.02,4.543
Assam,Green Gram,Zaid,20,40,19,6.9,277,Alluvial,27-33,Sprinkler,31649.39,5.6973
Assam,Green Gram,Zaid,20,41,21,7.3,280,Alluvial,25-34,Sprinkler,30913.77,5.479
Assam,Green Gram,Zaid,21,39,18,7.2,263,Alluvial,26-35,Sprinkler,30837.54,6.0777
Assam,Green Gram,Zaid,22,42,20,7.0,309,Red,25-33,Sprinkler,31877.39,4.6624
Assam,Green Gram,Zaid,25,42,19,7.3,303,Red,23-31,Sprinkler,31402.57,4.326
Assam,Green Gram,Zaid,23,45,19,6.7,299,Red,25-34,Sprinkler,31017.81,5.0434
Assam,Green Gram,Zaid,18,39,22,7.0,290,Black,26-35,Sprinkler,31751.77,4.8164
Assam,Green Gram,Zaid,18,39,20,6.7,311,Black,26-36,Sprinkler,31576.34,4.7755
Assam,Green Gram,Zaid,17,39,20,6.7,307,Black,27-35,Sprinkler,31348.15,5.026
Assam,Jute,Kharif,65,30,31,6.5,490,Alluvial,26-34,Rainified,42079.17,25.5341
Assam,Jute,Kharif,74,29,30,6.5,482,Alluvial,24-35,Rainified,42827.75,24.3267
Assam,Jute,Kharif,60,30,33,6.2,445,Alluvial,28-36,Rainified,43549.94,27.3989
Assam,Maize,Kharif,115,62,39,6.6,540,Alluvial,19-29,Rainified,35277.76,32.9425
Assam,Maize,Kharif,131,64,37,6.7,497,Alluvial,21-30,Rainified,35798.72,32.9982
Assam,Maize,Kharif,115,67,34,6.5,577,Alluvial,21-28,Rainified,35183.23,31.7678
Assam,Maize,Kharif,117,55,42,6.2,636,Red,19-28,Rainified,34921.79,25.5951
Assam,Maize,Kharif,110,53,43,5.9,673,Red,17-28,Rainified,34649.49,25.9072
Assam,Maize,Kharif,110,47,36,6.1,690,Red,18-28,Rainified,35143.05,25.9444
Assam,Maize,Rabi,128,58,36,6.7,647,Alluvial,19-25,Furrow,40550.32,32.9425
Assam,Maize,Rabi,135,61,37,6.8,639,Alluvial,20-27,Furrow,41754.49,30.2739
Assam,Maize,Rabi,113,52,39,6.7,654,Alluvial,17-27,Furrow,40598.99,35.8908
Assam,Maize,Rabi,120,65,37,6.6,560,Red,17-26,Furrow,41855.41,25.5951
Assam,Maize,Rabi,138,68,36,6.9,516,Red,17-25,Furrow,42127.18,26.0027
Assam,Maize,Rabi,107,65,34,6.8,592,Red,16-27,Furrow,41449.19,23.1383
Assam,Mustard,Rabi,85,40,38,7.0,352,Alluvial,11-27,Sprinkler,38775.25,12.1548
Assam,Mustard,Rabi,96,38,38,7.2,328,Alluvial,11-25,Sprinkler,39200.0,12.5398
Assam,Mustard,Rabi,78,46,41,6.7,351,Alluvial,10-25,Sprinkler,38739.67,11.1645
Assam,Mustard,Rabi,79,37,44,6.5,351,Red,11-27,Sprinkler,38869.04,10.1048
Assam,Mustard,Rabi,88,41,47,6.3,340,Red,9-25,Sprinkler,39467.73,10.1335
Assam,Mustard,Rabi,80,41,48,6.7,344,Red,13-25,Sprinkler,39386.93,10.1625
Assam,Orange,Kharif,106,45,50,6.4,999,Alluvial,11-36,Rainified,63241.96,113.7845
Assam,Orange,Kharif,106,51,48,6.8,1047,Alluvial,9-38,Rainified,62764.95,114.3747
Assam,Orange,Kharif,112,48,54,6.2,1059,Alluvial,10-38,Rainified,63601.27,108.1977
Assam,Orange,Kharif,99,54,50,6.4,1017,Red,15-37,Rainified,62709.89,95.9093
Assam,Orange,Kharif,96,47,53,6.2,1060,Red,16-39,Rainified,61277.81,97.4611
Assam,Orange,Kharif,106,56,51,6.6,1075,Red,15-39,Rainified,62859.01,104.3466
Assam,Orange,Rabi,97,49,49,6.3,994,Alluvial,12-36,Drip,87387.66,113.7845
Assam,Orange,Rabi,103,49,56,6.4,948,Alluvial,12-37,Drip,86300.65,122.6824
Assam,Orange,Rabi,84,56,44,6.1,968,Alluvial,11-38,Drip,86119.57,122.0172
Assam,Orange,Rabi,106,49,53,6.6,1084,Red,12-36,Drip,87021.1,95.9093
Assam,Orange,Rabi,122,48,49,6.6,1114,Red,10-37,Drip,86389.22,88.1409
Assam,Orange,Rabi,117,55,60,6.8,990,Red,13-34,Drip,88002.11,88.7302
Assam,Pigeon Pea,Kharif,22,51,18,6.7,477,Red,19-32,Rainified,31538.55,6.5723
Assam,Pigeon Pea,Kharif,25,53,16,7.0,492,Red,17-33,Rainified,30732.43,6.5656
Assam,Pigeon Pea,Kharif,24,52,19,6.7,455,Red,20-30,Rainified,30786.89,6.5994
Assam,Pigeon Pea,Kharif,20,54,21,7.2,458,Black,17-28,Rainified,31286.47,6.8329
Assam,Pigeon Pea,Kharif,23,48,20,7.0,489,Black,16-30,Rainified,31138.42,7.505
Assam,Pigeon Pea,Kharif,22,47,19,6.9,462,Black,19-29,Rainified,30664.68,6.3835
Assam,Pigeon Pea,Kharif,21,47,18,7.1,413,Alluvial,20-29,Rainified,30634.46,8.875
Assam,Pigeon Pea,Kharif,22,53,17,7.3,402,Alluvial,19-29,Rainified,30953.08,8.4815
Assam,Pigeon Pea,Kharif,18,41,20,7.1,392,Alluvial,20-27,Rainified,30487.63,9.0725
Assam,Pineapple,Whole Year,94,52,107,5.1,1053,Red,24-32,Drip,95979.45,110.0534
Assam,Pineapple,Whole Year,96,45,122,5.3,1126,Red,23-32,Drip,95900.29,118.2453
Assam,Pineapple,Whole Year,93,50,104,5.2,992,Red,22-30,Drip,96365.04,119.8834
Assam,Pineapple,Whole Year,110,50,91,5.2,1128,Laterite,21-31,Drip,95825.81,114.5722
Assam,Pineapple,Whole Year,95,53,83,5.5,1100,Laterite,20-32,Drip,93960.43,110.6382
Assam,Pineapple,Whole Year,110,56,95,4.9,1047,Laterite,20-33,Drip,94933.28,120.4613
Assam,Potato,Rabi,136,104,158,5.2,629,Alluvial,14-22,Drip,107482.94,204.6405
Assam,Potato,Rabi,123,95,180,5.4,649,Alluvial,15-24,Drip,106305.41,219.3478
Assam,Potato,Rabi,151,99,137,5.3,602,Alluvial,14-23,Drip,105609.94,217.888
Assam,Potato,Rabi,148,102,163,5.6,548,Red,14-19,Drip,104753.69,170.148
Assam,Potato,Rabi,165,114,176,5.4,527,Red,12-19,Drip,106627.01,176.3647
Assam,Potato,Rabi,158,112,159,5.4,585,Red,14-21,Drip,108199.07,153.241
Assam,Red Lentil,Rabi,20,43,21,6.8,307,Alluvial,17-28,Sprinkler,31560.37,10.0657
Assam,Red Lentil,Rabi,21,44,19,7.0,300,Alluvial,15-30,Sprinkler,31745.33,9.8726
Assam,Red Lentil,Rabi,20,44,23,6.6,279,Alluvial,17-27,Sprinkler,31733.35,10.7695
Assam,Red Lentil,Rabi,22,42,19,6.8,285,Red,20-32,Sprinkler,30858.88,7.4462
Assam,Red Lentil,Rabi,20,45,17,7.2,305,Red,22-33,Sprinkler,31315.79,6.9678
Assam,Red Lentil,Rabi,24,48,18,6.6,303,Red,22-32,Sprinkler,30852.29,8.0858
Assam,Rice,Kharif,111,57,40,5.7,1339,Alluvial,21-38,Rainified,44983.96,27.9907
Assam,Rice,Kharif,106,60,42,5.9,1266,Alluvial,23-38,Rainified,43571.03,28.7561
Assam,Rice,Kharif,107,63,42,6.0,1387,Alluvial,20-36,Rainified,44665.7,28.1506
Assam,Rice,Kharif,130,58,36,6.0,1348,Red,20-37,Rainified,44375.49,22.4029
Assam,Rice,Kharif,131,58,37,6.0,1307,Red,22-39,Rainified,44555.01,23.1387
Assam,Rice,Kharif,146,61,33,6.4,1367,Red,19-35,Rainified,44301.7,21.0726
Assam,Rice,Kharif,114,59,37,5.8,1355,Laterite,20-38,Rainified,44468.28,21.0496
Assam,Rice,Kharif,105,62,33,5.4,1443,Laterite,19-39,Rainified,44091.12,22.9495
Assam,Rice,Kharif,98,53,36,5.5,1397,Laterite,18-40,Rainified,43213.86,19.3737
Assam,Rice,Rabi,124,59,36,6.0,1401,Alluvial,22-38,Flood,48705.27,27.9907
Assam,Rice,Rabi,108,60,39,6.1,1537,Alluvial,23-36,Flood,50074.11,27.5288
Assam,Rice,Rabi,142,64,33,6.2,1424,Alluvial,24-36,Flood,49005.07,27.5662
Assam,Rice,Rabi,118,65,39,6.0,1267,Red,20-36,Flood,50155.46,22.4029
Assam,Rice,Rabi,117,60,42,5.9,1304,Red,21-37,Flood,50372.96,22.9803
Assam,Rice,Rabi,112,69,41,5.8,1307,Red,18-37,Flood,49232.84,23.4845
Assam,Rice,Rabi,116,64,37,5.7,1366,Laterite,19-37,Flood,49236.96,21.0496
Assam,Rice,Rabi,110,63,35,5.9,1295,Laterite,17-36,Flood,49438.93,19.9432
Assam,Rice,Rabi,100,70,37,6.0,1427,Laterite,17-38,Flood,49709.27,21.6255
Assam,Rice,Zaid,118,55,42,5.8,1227,Alluvial,22-36,Flood,48945.75,27.9907
Assam,Rice,Zaid,116,57,39,6.2,1345,Alluvial,21-38,Flood,49555.85,29.4833
Assam,Rice,Zaid,106,55,47,5.4,1165,Alluvial,21-37,Flood,49364.69,29.3427
Assam,Rice,Zaid,112,58,38,5.9,1250,Red,21-39,Flood,49889.82,22.4029
Assam,Rice,Zaid,117,61,36,5.6,1126,Red,20-40,Flood,49138.31,20.5201
Assam,Rice,Zaid,127,65,34,6.1,1366,Red,23-40,Flood,50387.67,24.6419
Assam,Rice,Zaid,130,56,38,5.8,1257,Laterite,21-38,Flood,49570.29,21.0496
Assam,Rice,Zaid,117,48,33,5.8,1371,Laterite,21-39,Flood,49633.99,19.5194
Assam,Rice,Zaid,134,52,37,5.8,1364,Laterite,20-40,Flood,49094.78,23.0292
Assam,Sugarcane,Whole Year,237,93,102,7.2,1831,Alluvial,21-30,Flood,117376.89,737.4535000000001
Assam,Sugarcane,Whole Year,238,93,105,7.1,1656,Alluvial,23-29,Flood,121000.31,688.2171
